Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
7,1601841231106,04/10/2020 19:53:51,1601841230928,-4,04/10/2020 15:53:50,24435,9,questionnaire-d7os,,7069563,117598,2047176,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,D,,No,END QUESTIONNAIRE,10927
1,1601567971745,01/10/2020 15:59:31,1601567970707,-4,01/10/2020 11:59:30,24435,9,questionnaire-d7os,,7037461,113989,2035412,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,BEGIN QUESTIONNAIRE,
2,1601567989223,01/10/2020 15:59:49,1601567988256,-4,01/10/2020 11:59:48,24435,9,questionnaire-d7os,,7037461,113989,2035412,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 85.0.4183.121,1280x800,1265x721,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-1,New England
3,1601567989333,01/10/2020 15:59:49,1601567988258,-4,01/10/2020 11:59:48,24435,9,questionnaire-d7os,,7037461,113989,2035412,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 85.0.4183.121,1280x800,1265x721,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-text,
4,1601567989333,01/10/2020 15:59:49,1601567988258,-4,01/10/2020 11:59:48,24435,9,questionnaire-d7os,,7037461,113989,2035412,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 85.0.4183.121,1280x800,1265x721,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-sex-1,Female
5,1601567989333,01/10/2020 15:59:49,1601567988258,-4,01/10/2020 11:59:48,24435,9,questionnaire-d7os,,7037461,113989,2035412,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 85.0.4183.121,1280x800,1265x721,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-ethnicity-2,Not Hispanic or Latino
6,1601567989333,01/10/2020 15:59:49,1601567988258,-4,01/10/2020 11:59:48,24435,9,questionnaire-d7os,,7037461,113989,2035412,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 85.0.4183.121,1280x800,1265x721,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-race-5,White
7,1601567989333,01/10/2020 15:59:49,1601567988258,-4,01/10/2020 11:59:48,24435,9,questionnaire-d7os,,7037461,113989,2035412,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 85.0.4183.121,1280x800,1265x721,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,END QUESTIONNAIRE,17552
1,1601509217861,30/09/2020 23:40:17,1601509217743,-4,30/09/2020 19:40:17,24435,9,questionnaire-d7os,,7025662,113278,2031870,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x687,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1601509231642,30/09/2020 23:40:31,1601509231580,-4,30/09/2020 19:40:31,24435,9,questionnaire-d7os,,7025662,113278,2031870,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x687,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-accent-1,New England
3,1601509231799,30/09/2020 23:40:31,1601509231582,-4,30/09/2020 19:40:31,24435,9,questionnaire-d7os,,7025662,113278,2031870,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x687,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-accent-text,
4,1601509231799,30/09/2020 23:40:31,1601509231582,-4,30/09/2020 19:40:31,24435,9,questionnaire-d7os,,7025662,113278,2031870,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x687,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-sex-2,Male
5,1601509231799,30/09/2020 23:40:31,1601509231583,-4,30/09/2020 19:40:31,24435,9,questionnaire-d7os,,7025662,113278,2031870,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x687,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1601509231799,30/09/2020 23:40:31,1601509231583,-4,30/09/2020 19:40:31,24435,9,questionnaire-d7os,,7025662,113278,2031870,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x687,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,response-race-2,Asian
7,1601509231799,30/09/2020 23:40:31,1601509231583,-4,30/09/2020 19:40:31,24435,9,questionnaire-d7os,,7025662,113278,2031870,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 85.0.4183.121,1440x900,1440x687,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,B,,No,END QUESTIONNAIRE,13840
1,1601493311411,30/09/2020 19:15:11,1601493311368,-4,30/09/2020 15:15:11,24435,9,questionnaire-d7os,,7023506,120796,2031266,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1236x695,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1601493333429,30/09/2020 19:15:33,1601493333258,-4,30/09/2020 15:15:33,24435,9,questionnaire-d7os,,7023506,120796,2031266,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1236x695,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-1,New England
3,1601493342167,30/09/2020 19:15:42,1601493333260,-4,30/09/2020 15:15:33,24435,9,questionnaire-d7os,,7023506,120796,2031266,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1236x695,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-text,
4,1601493342167,30/09/2020 19:15:42,1601493333260,-4,30/09/2020 15:15:33,24435,9,questionnaire-d7os,,7023506,120796,2031266,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1236x695,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-sex-1,Female
5,1601493342167,30/09/2020 19:15:42,1601493333260,-4,30/09/2020 15:15:33,24435,9,questionnaire-d7os,,7023506,120796,2031266,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1236x695,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1601493342167,30/09/2020 19:15:42,1601493333260,-4,30/09/2020 15:15:33,24435,9,questionnaire-d7os,,7023506,120796,2031266,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1236x695,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-race-5,White
7,1601493342167,30/09/2020 19:15:42,1601493333260,-4,30/09/2020 15:15:33,24435,9,questionnaire-d7os,,7023506,120796,2031266,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1440x900,1236x695,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,END QUESTIONNAIRE,21893
1,1601492257277,30/09/2020 18:57:37,1601492257192,-4,30/09/2020 14:57:37,24435,9,questionnaire-d7os,,7023218,118426,2031197,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1285x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1601492274766,30/09/2020 18:57:54,1601492274719,-4,30/09/2020 14:57:54,24435,9,questionnaire-d7os,,7023218,118426,2031197,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1285x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-accent-1,New England
3,1601492274892,30/09/2020 18:57:54,1601492274721,-4,30/09/2020 14:57:54,24435,9,questionnaire-d7os,,7023218,118426,2031197,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1285x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-accent-text,
4,1601492274892,30/09/2020 18:57:54,1601492274721,-4,30/09/2020 14:57:54,24435,9,questionnaire-d7os,,7023218,118426,2031197,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1285x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-sex-1,Female
5,1601492274892,30/09/2020 18:57:54,1601492274721,-4,30/09/2020 14:57:54,24435,9,questionnaire-d7os,,7023218,118426,2031197,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1285x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-ethnicity-1,Hispanic or Latino
6,1601492274892,30/09/2020 18:57:54,1601492274721,-4,30/09/2020 14:57:54,24435,9,questionnaire-d7os,,7023218,118426,2031197,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1285x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-race-5,White
7,1601492274892,30/09/2020 18:57:54,1601492274721,-4,30/09/2020 14:57:54,24435,9,questionnaire-d7os,,7023218,118426,2031197,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1285x721,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,END QUESTIONNAIRE,17529
1,1601482782859,30/09/2020 16:19:42,1601482782702,-4,30/09/2020 12:19:42,24435,9,questionnaire-d7os,,7021201,114367,2030585,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1396x686,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,A,No,BEGIN QUESTIONNAIRE,
2,1601482811466,30/09/2020 16:20:11,1601482811038,-4,30/09/2020 12:20:11,24435,9,questionnaire-d7os,,7021201,114367,2030585,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1381x686,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,A,No,response-accent-7,Do not know
3,1601482811591,30/09/2020 16:20:11,1601482811040,-4,30/09/2020 12:20:11,24435,9,questionnaire-d7os,,7021201,114367,2030585,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1381x686,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,A,No,response-accent-text,
4,1601482811591,30/09/2020 16:20:11,1601482811040,-4,30/09/2020 12:20:11,24435,9,questionnaire-d7os,,7021201,114367,2030585,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1381x686,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,A,No,response-sex-1,Female
5,1601482811591,30/09/2020 16:20:11,1601482811040,-4,30/09/2020 12:20:11,24435,9,questionnaire-d7os,,7021201,114367,2030585,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1381x686,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,A,No,response-ethnicity-1,Hispanic or Latino
6,1601482811591,30/09/2020 16:20:11,1601482811040,-4,30/09/2020 12:20:11,24435,9,questionnaire-d7os,,7021201,114367,2030585,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1381x686,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,A,No,response-race-5,White
7,1601482811591,30/09/2020 16:20:11,1601482811041,-4,30/09/2020 12:20:11,24435,9,questionnaire-d7os,,7021201,114367,2030585,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1381x686,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,A,No,END QUESTIONNAIRE,28339
1,1601407228165,29/09/2020 19:20:28,1601407228789,-4,29/09/2020 15:20:28,24435,9,questionnaire-d7os,,7006176,122314,2024470,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1564x1043,1564x933,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1601407237947,29/09/2020 19:20:37,1601407238678,-4,29/09/2020 15:20:38,24435,9,questionnaire-d7os,,7006176,122314,2024470,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1564x1043,1547x933,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-1,New England
3,1601407238117,29/09/2020 19:20:38,1601407238680,-4,29/09/2020 15:20:38,24435,9,questionnaire-d7os,,7006176,122314,2024470,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1564x1043,1547x933,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-text,
4,1601407238117,29/09/2020 19:20:38,1601407238681,-4,29/09/2020 15:20:38,24435,9,questionnaire-d7os,,7006176,122314,2024470,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1564x1043,1547x933,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-sex-1,Female
5,1601407238117,29/09/2020 19:20:38,1601407238681,-4,29/09/2020 15:20:38,24435,9,questionnaire-d7os,,7006176,122314,2024470,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1564x1043,1547x933,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1601407238117,29/09/2020 19:20:38,1601407238681,-4,29/09/2020 15:20:38,24435,9,questionnaire-d7os,,7006176,122314,2024470,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1564x1043,1547x933,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-race-5,White
7,1601407238117,29/09/2020 19:20:38,1601407238681,-4,29/09/2020 15:20:38,24435,9,questionnaire-d7os,,7006176,122314,2024470,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1564x1043,1547x933,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,END QUESTIONNAIRE,9892
1,1601395516704,29/09/2020 16:05:16,1601395516747,-4,29/09/2020 12:05:16,24435,9,questionnaire-d7os,,7003472,114529,2023260,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Edge 85.0.564.44,1440x900,1440x748,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1601395541715,29/09/2020 16:05:41,1601395541773,-4,29/09/2020 12:05:41,24435,9,questionnaire-d7os,,7003472,114529,2023260,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Edge 85.0.564.44,1440x900,1440x748,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-accent-1,New England
3,1601395541840,29/09/2020 16:05:41,1601395541775,-4,29/09/2020 12:05:41,24435,9,questionnaire-d7os,,7003472,114529,2023260,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Edge 85.0.564.44,1440x900,1440x748,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-accent-text,
4,1601395541840,29/09/2020 16:05:41,1601395541775,-4,29/09/2020 12:05:41,24435,9,questionnaire-d7os,,7003472,114529,2023260,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Edge 85.0.564.44,1440x900,1440x748,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-sex-2,Male
5,1601395541840,29/09/2020 16:05:41,1601395541775,-4,29/09/2020 12:05:41,24435,9,questionnaire-d7os,,7003472,114529,2023260,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Edge 85.0.564.44,1440x900,1440x748,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1601395541840,29/09/2020 16:05:41,1601395541776,-4,29/09/2020 12:05:41,24435,9,questionnaire-d7os,,7003472,114529,2023260,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Edge 85.0.564.44,1440x900,1440x748,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,response-race-5,White
7,1601395541840,29/09/2020 16:05:41,1601395541776,-4,29/09/2020 12:05:41,24435,9,questionnaire-d7os,,7003472,114529,2023260,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Edge 85.0.564.44,1440x900,1440x748,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,B,,No,END QUESTIONNAIRE,25030
1,1601337792714,29/09/2020 00:03:12,1601337792547,-4,28/09/2020 20:03:12,24435,9,questionnaire-d7os,,6994696,120775,2018926,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,BEGIN QUESTIONNAIRE,
2,1601337809891,29/09/2020 00:03:29,1601337809792,-4,28/09/2020 20:03:29,24435,9,questionnaire-d7os,,6994696,120775,2018926,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-1,New England
3,1601337810018,29/09/2020 00:03:30,1601337809794,-4,28/09/2020 20:03:29,24435,9,questionnaire-d7os,,6994696,120775,2018926,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-accent-text,
4,1601337810018,29/09/2020 00:03:30,1601337809794,-4,28/09/2020 20:03:29,24435,9,questionnaire-d7os,,6994696,120775,2018926,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-sex-1,Female
5,1601337810018,29/09/2020 00:03:30,1601337809794,-4,28/09/2020 20:03:29,24435,9,questionnaire-d7os,,6994696,120775,2018926,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-ethnicity-2,Not Hispanic or Latino
6,1601337810018,29/09/2020 00:03:30,1601337809795,-4,28/09/2020 20:03:29,24435,9,questionnaire-d7os,,6994696,120775,2018926,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-race-2,Asian
7,1601337810018,29/09/2020 00:03:30,1601337809795,-4,28/09/2020 20:03:29,24435,9,questionnaire-d7os,,6994696,120775,2018926,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,response-race-5,White
8,1601337810018,29/09/2020 00:03:30,1601337809795,-4,28/09/2020 20:03:29,24435,9,questionnaire-d7os,,6994696,120775,2018926,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1440x837,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,A,No,END QUESTIONNAIRE,17248
1,1601321659619,28/09/2020 19:34:19,1601321659550,-4,28/09/2020 15:34:19,24435,9,questionnaire-d7os,,6992823,121216,2017958,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1439x730,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1601321678896,28/09/2020 19:34:38,1601321678846,-4,28/09/2020 15:34:38,24435,9,questionnaire-d7os,,6992823,121216,2017958,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1439x730,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-accent-1,New England
3,1601321679052,28/09/2020 19:34:39,1601321678849,-4,28/09/2020 15:34:38,24435,9,questionnaire-d7os,,6992823,121216,2017958,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1439x730,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-accent-text,
4,1601321679052,28/09/2020 19:34:39,1601321678849,-4,28/09/2020 15:34:38,24435,9,questionnaire-d7os,,6992823,121216,2017958,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1439x730,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-sex-1,Female
5,1601321679052,28/09/2020 19:34:39,1601321678849,-4,28/09/2020 15:34:38,24435,9,questionnaire-d7os,,6992823,121216,2017958,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1439x730,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1601321679052,28/09/2020 19:34:39,1601321678849,-4,28/09/2020 15:34:38,24435,9,questionnaire-d7os,,6992823,121216,2017958,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1439x730,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,response-race-5,White
7,1601321679052,28/09/2020 19:34:39,1601321678849,-4,28/09/2020 15:34:38,24435,9,questionnaire-d7os,,6992823,121216,2017958,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1439x730,Pass,Demographics,1,Yes,Pass,Pass,,,Two Talker,,B,No,END QUESTIONNAIRE,19299
1,1601306547585,28/09/2020 15:22:27,1601306547436,-4,28/09/2020 11:22:27,24435,9,questionnaire-d7os,,6989229,117754,2016147,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1440x900,1440x790,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1601306565262,28/09/2020 15:22:45,1601306565189,-4,28/09/2020 11:22:45,24435,9,questionnaire-d7os,,6989229,117754,2016147,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1440x900,1440x790,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-accent-1,New England
3,1601306565355,28/09/2020 15:22:45,1601306565191,-4,28/09/2020 11:22:45,24435,9,questionnaire-d7os,,6989229,117754,2016147,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1440x900,1440x790,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-accent-text,
4,1601306565355,28/09/2020 15:22:45,1601306565191,-4,28/09/2020 11:22:45,24435,9,questionnaire-d7os,,6989229,117754,2016147,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1440x900,1440x790,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-sex-1,Female
5,1601306565355,28/09/2020 15:22:45,1601306565191,-4,28/09/2020 11:22:45,24435,9,questionnaire-d7os,,6989229,117754,2016147,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1440x900,1440x790,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
6,1601306565355,28/09/2020 15:22:45,1601306565191,-4,28/09/2020 11:22:45,24435,9,questionnaire-d7os,,6989229,117754,2016147,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1440x900,1440x790,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,response-race-5,White
7,1601306565355,28/09/2020 15:22:45,1601306565191,-4,28/09/2020 11:22:45,24435,9,questionnaire-d7os,,6989229,117754,2016147,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.83,1440x900,1440x790,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,C,,No,END QUESTIONNAIRE,17755
1,1601228298471,27/09/2020 17:38:18,1601228294107,-4,27/09/2020 13:38:14,24435,9,questionnaire-d7os,,6979945,115861,2012395,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1601228313625,27/09/2020 17:38:33,1601228309315,-4,27/09/2020 13:38:29,24435,9,questionnaire-d7os,,6979945,115861,2012395,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-accent-1,New England
3,1601228313733,27/09/2020 17:38:33,1601228309316,-4,27/09/2020 13:38:29,24435,9,questionnaire-d7os,,6979945,115861,2012395,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-accent-text,
4,1601228313733,27/09/2020 17:38:33,1601228309316,-4,27/09/2020 13:38:29,24435,9,questionnaire-d7os,,6979945,115861,2012395,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-sex-2,Male
5,1601228313733,27/09/2020 17:38:33,1601228309316,-4,27/09/2020 13:38:29,24435,9,questionnaire-d7os,,6979945,115861,2012395,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
6,1601228313733,27/09/2020 17:38:33,1601228309316,-4,27/09/2020 13:38:29,24435,9,questionnaire-d7os,,6979945,115861,2012395,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,response-race-2,Asian
7,1601228313733,27/09/2020 17:38:33,1601228309316,-4,27/09/2020 13:38:29,24435,9,questionnaire-d7os,,6979945,115861,2012395,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,Fail,Demographics,1,Yes,Fail,,Fail,Fail,One Talker,C,,No,END QUESTIONNAIRE,15209
